Name	Value	Count
Bánh Mì Chim Chạy - Thịt Nướng Than	16	4
Bánh Mì Cô Hồng	20	5
Bánh Mì Cóc	8	2
Bánh Mì Cóc - Bánh Mì Gà Xé	8	2
Bánh mì cóc - Nguyễn Thái Sơn	8	2
Bánh Mì Cu Tí - Shop Online	5	1
Bánh Mì Gà Quay - Kênh Tân Hóa	12	3
Bánh mì heo quay A Thái	3	1
Bánh mì Hòa Mã	12	3
Bánh Mì Hòa Mã - Bánh Mì Chảo	4	2
Bánh mì Hội An - Thoại Ngọc Hầu	39	8
Banh Mi Huynh Hoa	9803	2269
Bánh mì Huỳnh Hoa	44	9
Bánh Mì Huỳnh Hoa - Bánh Mì Pate	20	5
Bánh Mì Kẹp - Ga Quốc Nội	7	2
Bánh mì khổng lồ - Khuông Việt	5	1
Bánh mì Minh Nhật	5	1
Bánh mì Moha - Đề Thám	12	3
Bánh mì Nguyễn - Phan Đăng Lưu	0	10
Bánh Mì Nguyên Sinh - Trần Đình Xu	3	1
Bánh mì Như Lan - 64 Hàm Nghi	12	3
Bánh mì nướng - THPT Nguyễn Thị Diệu 	20	5
Bánh Mì Nướng Muối Ớt	15	4
Bánh mì nướng muối ớt - Lê Quang Sung	8	2
Bánh Mì Nướng Muối Tỏi 157	52	16
Bánh mì ốp la - Trần Nhân Tôn	4	1
Banh Mi PAT	1856	431
Bánh Mì Phá Lấu - Xá Xíu Tại Gia	3	1
Bánh Mì Phần - Sư Vạn Hạnh	18	4
Bánh Mì Pháp - Tỉnh Lộ 10	5	1
Bánh mì Phệ Ca	4	1
Bánh Mì Que Hoàng Yến	10	2
Bánh Mì Que Song Nhi	9	2
Bánh mì sa tế - Cổng chùa Long Vân	29	7
Bánh mì sandwich chiên tôm 	4	1
Bánh Mì Thịt Lương Phan - Lâm Văn Bền	16	4
Bánh mì thịt nguội Nguyên Sinh	64	16
Bánh Mì Thịt Nướng - Bánh Mì Biến Tấu Nguyễn Trãi	10	2
Bánh Mì Thịt Nướng - Trường Bùi Thị Xuân	4	1
Bánh Mì Thịt Rim Nguyễn !	4	1
Bánh Mì Thổ Nhĩ Kỳ Doner Kebab - Nguyễn Thái Sơn	8	2
Bánh Mì Thổ Nhĩ Kỳ Kebab - Vĩnh Viễn	15	4
Bánh Mì Tuấn Mập - Nguyễn Thị Nhỏ	8	2
Bánh Mì Tuấn Mập - Vườn Lài	7	2
Bánh mì xíu mại - Hoàng Diệu	40	10
Bánh Mì Xíu Mại - Trần Phú	4	1
Bánh mì xíu mại Cô Hoa 2	4	1
Bánh mì, Hamburger - Nguyễn Biểu 	3	1
Bánh Mỳ Chảo - Đội Cấn	3	1
Bánh Mỳ Chảo - Vũ Huy Tấn	64	16
Bánh Mỳ Hoa Cúc Pháp	0	1
Bánh Mỳ Moha - Shop Online	64	16
Bánh mỳ xíu mại Đà Lạt - Cống Quỳnh	25	7
Banh Nam	1172	253
Bánh Năm	359	100
Bánh Năm - Bánh Mì & Thức Uống	5	2
Bánh Ngàn Lớp Trứng Muối - Tiệm Bánh Online	4	1
Bánh Ngọc Thảo	0	5
Bánh ngọt Đức Việt - Nguyễn Đình Chiểu	4	1
Bánh ngọt Nhật Bản 	0	7
Bánh nhà em - Tân Bình	315	63
Bánh nhà Mie	0	4
Bánh ống mè BÉO BÉO	15	3
Bánh Pancakes HY	7	2
Bánh Pancakes HY - Hai Bà Trưng	48	12
Bánh Phô Mai Ông Già	7	2
Bánh phô mai ông già Quận 10	360	72
Bánh Plan Hoka Hoka	5	1
Bánh Rán Bà Vịnh	7	2
Bánh rán Doraemon - Khánh Hội	30	10
Bánh Rán Khôn Ngoan - Đoàn Văn Bơ	8	2
Bánh rán xúc xích Đoàn Văn Bơ	44	11
Bánh sầu riêng - Tô Hiến Thành 	4	1
Bánh Sầu Riêng Durio - Lê Thị Riêng	50	12
Bánh sầu riêng Durio - Phan Xích Long	32	8
Bánh Sầu Riêng Durio - Vincom B	12	5
Bánh Sầu Riêng Kem Lạnh - Tô Hiến Thành	62	16
Bánh sầu riêng kem tươi	6	2
Bánh Sầu Riêng Như Ý - Tiệm Bánh Online	6	10
Bánh Sầu Riêng Suri	21	5
Bánh Sinh Nhật Rau Câu - Tân Hoà Đông	5	1
Bánh su kem - Ung văn Khiêm	0	1
Bánh su kem 941	15	5
Bánh Su Kem Chewy Junior - Cách Mạng Tháng Tám	0	10
Bánh Su Kem Chewy Junior - Nguyễn Thị Minh Khai	12	3
Bánh Su Kem Chewy Junior - Nguyễn Tri Phương	40	10
Bánh Su Kem Chewy Junior - Trần Hưng Đạo	60	15
Bánh Su Kem Singapore	52	13
Bánh Su Pháp Online	20	4
Bánh Su Que - Bà Hom	4	1
Bánh Su Que - Nguyễn Hữu Cầu	49	7
Bánh Sữa Pate Chiên Trứng	7	2
Bánh Tai Yến	7	2
Bánh Takoyaki Nhật Bản - Thoại Ngọc Hầu	24	6
Bánh Tằm Bì Đồng Tháp	4	1
Bánh Tằm Bì Tô Châu	7	2
Bánh Tét, Bánh Ú	35	7
Bánh Tiêu Đỗ Xanh	18	4
Bánh Tiêu Nhân Sầu Riêng	2	1
Bánh Tiêu Nhân Sầu Riêng - Hà Tôn Quyền	9	2
Bánh tôm chiên - Phạm Phú Thứ	5	1
Bánh tráng - Vạn Kiếp	10	2
Bánh Tráng & Trà Sữa Túi	15	4
Bánh tráng 0937564837	0	1
Bánh tráng 10k	0	4
Bánh tráng Béo	67	16
Bánh tráng bơ Vincy - 0903936067 - 0903877624	55	11
Bánh Tráng Bơ Vincy Nguyễn	4	2
Bánh tráng chấm muối - CN Quận 11	0	3
Bánh Tráng Cô Yến 	4	1
Bánh tráng cuốn Minh Phụng	35	7
Bánh tráng cuốn thịt heo Hoàng Bèo	4	1
Bánh Tráng Cuốn Tự Lập	12	11
Bánh tráng cuốn và trộn sốt bơ me Trang Ù	40	10
Bánh Tráng Deli	85	17
Bánh tráng giá sỉ - Ngọc Trinh	0	1
Bánh Tráng Hoang Anh	3	1
Bánh tráng homemade - Cách Mạng Tháng 8	9	2
Bánh Tráng Kẹp Dì Hoa	54	14
Bánh Tráng Kẹp Dì Hoa - Tôn Thất Thuyết	4	1
Bánh tráng lắc phô mai	0	2
Bánh tráng Long An - An Nguyễn	9	3
Bánh Tráng Long An - Bánh Tráng Thủy	11	4
Bánh Tráng Long An - Bánh Tráng Thủy - Nguyễn Thượng Hiền	6	2
Bánh tráng Long An - Tăng Nhơn Phú	0	5
Bánh tráng mắm Đà Lạt	0	4
Bánh T-Ráng Mắm Đà Lạt	0	1
Bánh tráng mắm ruốc Phan Thiết - Xô Viết Nghệ Tĩnh	56	14
Bánh Tráng Me TNF - Bắc Hải	4	2
Bánh tráng muối bông	0	4
Bánh Tráng Muối Cay 	0	1
Bánh Tráng Muối Sa Tế Tỏi & Sa Tế Khô Bò	12	4
Bánh tráng muối TOMMY	70	14
Bánh Tráng Nướng - Hồ Thị Kỷ	5	1
Bánh Tráng Nướng - Khu Bờ Kè Thanh Đa	60	15
Bánh Tráng Nướng - Siêu Thị Vinatex	4	1
Bánh Tráng Nướng - Tìm Lại Đà Lạt	8	2
Bánh Tráng Nướng C002	48	12
Bánh Tráng Nướng C002 - Đinh Tiên Hoàng	32	8
Bánh Tráng Nướng Cô Chín - Chu Văn An	39	11
Bánh tráng nướng COO2 - 3 tháng 2	80	21
Bánh Tráng Nướng Đà Lạt - 61 Cao Thắng	92	20
Bánh Tráng Nướng Đà Lạt - Cao Thắng	37	9
Bánh Tráng Nướng Đà Lạt - Gò Vấp	5	1
Bánh Tráng Nướng Đà Lạt - Lê Văn Sỹ	0	1
Bánh Tráng Nướng Đà Lạt - Tân Lập 1	14	4
Bánh Tráng Nướng Đà Lạt - Út Tịch	7	2
Bánh Tráng Nướng Đà Lạt NTP	17	4
Bánh Tráng Nướng Đà Lạt NTP - Bình Thạnh	24	6
Bánh Tráng Nướng Đà Lạt NTP - Nguyễn Tri Phương	24	6
Bánh Tráng Nướng Đà Lạt NTP - Thành Thái	7	2
Bánh tráng nướng Đà Lạt NTP - Vũ Huy Tấn	80	20
Bánh Tráng Nướng Đà Lạt NTP Bình Thạnh	8	2
BÁNH TRÁNG NƯỚNG MẮM RUỐC	35	7
Bánh tráng nướng Nhiệt	8	2
Bánh tráng nướng Nhiệt - Điện Biên Phủ	12	3
Bánh tráng nướng NTP	5	1
Bánh tráng nướng Phan Thiết - Nguyễn Tri Phương	4	1
Bánh tráng nướng Phan Thiết - Xô Viết Nghệ Tĩnh	83	20
Bánh tráng phô mai	34	12
Bánh tráng phơi sương	75	15
Bánh Tráng Sa Tế Long An	21	10
Bánh tráng sa tế Tây Ninh	9	3
Bánh Tráng Sạch Long An - Shop Online	7	2
Bánh Tráng Sáng Nguyên	506	132
Bánh tráng sate tỏi - Nguyễn Văn Quá	0	3
Bánh tráng Sate tỏi Phùng Ngọc Bích	27	9
Bánh Tráng Store	50	10
Bánh Tráng Tắc - Muối Tây Ninh	0	2
Bánh tráng Tị Quỳnh	95	19
Bánh Tráng Trảng Bàng	24	6
Bánh Tráng Trộn - Cửu Long	8	2
Bánh Tráng Trộn - Hưng Phú	4	1
Bánh tráng trộn Anh Long	56	14
Bánh Tráng Trộn Chú Viên	130	33
Bánh tráng trộn Hồ Con Rùa	24	6
Bánh Tráng Trộn Long	56	14
Bánh trung thu nhân flan	0	3
Bánh trung thu rau câu - cư xá Lữ Gia	0	3
Bánh Trung thu rau câu đủ vị 	0	3
Bánh Trung Thu Rau Câu Rùa - Đoàn Văn Bơ	4	1
Bánh Tuyết Thiên Sứ 	7	2
Bánh Tuyết Thiên Sứ - Shop Online	30	13
Bánh Ướt - Hoài Thanh	4	1
Bánh ướt - Trần Khắc Chân	0	6
Bánh ướt 15k - Nguyễn Biểu	40	10
Bánh Ướt Ban Mê	108	27
Bánh Ướt Ban Mê 	15	4
Bánh Ướt Ban Mê - Phan Xích Long	4	1
Bánh Ướt Bảy Hiền	4	1
Bánh ướt- Nguyễn Văn Luông	5	1
Bánh xèo - 240 Nguyễn Công Trứ	16	4
Bánh xèo - Củ Chi	12	3
Bánh Xèo 335	6	2
Banh Xeo 46A	190	44
Bánh Xèo 46A	11	4
Bánh Xèo 7K - Chợ Thị Nghè	4	2
Bánh Xèo Ăn Là Ghiền - Sương Nguyệt Ánh	28	7
Bánh xèo anh Năm Trà Khúc	28	7
Bánh Xèo Bà Hai - Lê Văn Linh	4	1
Bánh Xèo Cô Thêm - Song Hành	28	7
Bánh Xèo Cô Thị - Đặc Sản Phan Rang	10	2
Bánh xèo Long Huy	7	2
Bánh xèo miền Tây 335	24	6
Bánh Xèo Miền Trung	10	2
Bánh Xèo Mười Xiềm - NKKN	8	2
Bánh xèo Ngọc Sơn	8	2
Bánh Xèo Nhật Bản Furuya Okonomiyaki - Linh Lang	5	1
BÁNH XÈO PHAN RANG	0	1
Bánh xèo rau rừng Phố Thành	4	1
Bánh Xèo Rau Rừng Trung Sơn	8	2
Bánh Xèo Tôm Nhảy Thanh Diệu - Nguyễn Thị Nhỏ	20	5
Bánh Xèo Tôm Nhảy Thanh Diệu - Ung Văn Khiêm	52	13
Bánh xếp chiên 8k - Xô Viết Nghệ Tĩnh	3	1
Bannhac.vn Cafe 	432	96
Bão - Nước Mát, Trà Chanh	4	1
Bảo Bán Bánh	0	2
Bảo Bảo - Hủ Tiếu Mì Sườn & Bún Mắm	8	2
Báo Cafe - Nguyễn Phong Sắc	3	1
Bảo Lộc	6	3
Bảo Lộc - Nướng Ngói - Phạm Văn Đồng	14	4
Bảo Tàng Áo Dài	1104	276
Bảo Tàng Chứng Tích Chiến Tranh	1792	446
Bảo Tàng Lịch Sử Việt Nam - Nguyễn Bỉnh Khiêm	24	8
Bảo Tàng Mĩ Thuật TP. HCM - Phó Đức Chính	1132	283
Bảo Tàng Thành Phố Hồ Chí Minh - Lý Tự Trọng	872	218
Bảo Trân	0	4
Bảo Tu	0	6
Baoz Dimsum 	18	5
Baoz Dimsum Resraurant	158	42
Baozi - Nhà Hàng Đài Loan	78	17
Bắp Bakery - Bánh Mỳ Gà	4	1
Bắp Nướng Mỡ Hành - Hoàng Diệu 	8	2
Bắp Rang Bé Bơ	16	4
Bắp rang bơ - Nguyễn Cảnh Chân	0	1
Bắp rang bơ - Quang Trung	32	8
Bắp Rang Bơ BÉ BƠ	45	9
Bắp Rang Bơ Lắc Phomai - Trần Mai Ninh	4	1
Bắp Rang Bơ Little Poco - Nguyễn Chí Thanh	8	2
Bắp rang DoNan	24	6
Bắp rang DoNan - Hòa Hảo	95	19
Bắp Rang Garrett	44	11
Bắp rang Little Poco	6	2
Bắp Xào - Cống Quỳnh	16	4
Bar Louis Lounge	3	1
Barbecue Garden Restaurant	8183	2042
Barbos - Nhà Hàng Gà Hàn Quốc	288	73
Barocco Bar	8	2
Basilico	6320	1563
Basilico - Italian Trattoria	24	6
Basilico - Italian Trattoria - InterContinental Asiana Saigon	16	4
Basilico - Italian Trattoria - InterContinental Hotel	4	1
Baskin Robbins - Điện Biên Phủ	69	17
Baskin-Robbins	1411	375
Bát Bửu Phật Đài	1782	396
Batuka Fastfood - Bao Tử Cá Chiên Giòn	70	14
Bawoo - Quán Nướng Hàn Quốc BAU	7	2
Bảy Đực - Gà Ta Nướng	20	5
Bảy Giờ Sáng - Cách Mạng Tháng 8	35	7
BAZA Cafeteria	6	2
Bazaar Cafe	93	22
Bazaar Coffee Shop	16	4
Bazanland coffee	28	7
BB Cake	15	3
BB Soya Pudding	1942	472
BB Soya Pudding - 110 Nguyễn Tất Thành	0	8
BB Soya Pudding - Nguyen Tat Thanh	21	7
BB Soya Pudding - Nguyễn Tất Thành	4	1
BBQ House - Plan K - Lý Long Tường	5	1
BB's shop	8	2
BD Florist & Cafe	76	19
BD Florist & Cafe - Cafe Hoa Cưới Nhỏ Xinh	1792	448
Bé - Phá Lấu Bò	8	2
Be & John Coffee	7	2
Bé Bông	15	4
Be Cafe - Bàu Cát	24	6
Bé Chè - chợ Bến Thành	0	5
Be Coffee	4	1
Be Coffee - Bàu Cát	84	18
Be Coffee - Bầu Cát	4	1
Bé nạ Phiêu Diêu	6	2
Bé Nhân	39	13
Bé Tư - Bánh Hỏi, Bánh Bèo	3	1
Beanie's Crepe & Waffle - Lê Văn Sỹ	4	1
Beanie's Crepe & Waffle - Nguyễn Thị Minh Khai	4	1
Beanie's Crepes & Waffle - Nguyễn Thị Minh Khai	84	21
Beanie's Crepes & Waffles - Lê Văn Sỹ	12	3
Beanie's Crepes & Waffles 2 - Lê Văn Sỹ	7	2
Beans & Health - Đậu xay nguyên chất	15	3
Bear Bridal - Hồ Văn Huê	984	246
Beard Papa’s - Vincom Center	104	24
Beard Papa’s - Vincom Mega Mall Thảo Điền	13	4
Beard Papa's	2977	620
Beard Papa's - Vincom Mega Mall Thảo Điền	4	1
Beaupeople Skincare Spa	18	6
Beauty De Siam - Exotic Beauty And Spa	328	82
Beauty Salon Huy Nguyễn	474	188
Bee Coffee - Lạc Long Quân	59	15
Beef Bar - Lý Chính Thắng	20	5
Beef Bar Saigon	8	2
Beef Beef Space - Beefsteak	9	2
BeefSteak - Mì Ý - Salad Cow Express - Sư Vạn Hạnh	19	6
Beefsteak 473	20	5
Beefsteak Bà Dinh	27	8
Beefsteak Ciao Vợ Đẹp - Italian Cuisine	67	17
Beefsteak Củ Hành Tây	36	9
Beefsteak Củ Hành Tây - Sư Vạn Hạnh	59	15
Beefsteak Hai Con Bò - Hồng Bàng	7	2
Beefsteak Hai Con Bò - Nguyễn Cư Trinh	83	21
Beefsteak Hai Con Bò - Nguyễn Thị Minh Khai	80	21
Beefsteak Hai Con Bò - Quang Trung	28	7
Beefsteak Hai Con Bò - Thống Nhất	58	15
Beefsteak Hoa Quả Sơn - Nguyễn Trãi	48	13
Beefsteak Hoa Quả Sơn - Sư Vạn Hạnh	36	12
Beefsteak Hoàng Gia Quý Tộc	3	1
Beefsteak Lục Nguyên - Trần Hưng Đạo	4	1
Beefsteak Nam Sơn - Nam Kỳ Khởi Nghĩa	12	3
Beefsteak Nam Sơn - NTMK	3	1
Beefsteak Nam Sơn - NTMK 	11	4
Beefsteak Nguyên Thảo - Chu Văn An	4	1
Beefsteak Only	32	11
Beefsteak Only - 939 Lũy Bán Bích	5	2
Beefsteak Only - Bà Hom	4	1
Beefsteak Only - Phạm Văn Thuận	19	4
Beefsteak Only - Xuân Diệu	10	4
Beefsteak Titi -  Cao Thắng	72	18
Beefsteak Titi -  Trần Cao Vân	17	5
Beefsteak Titi - Cao Thắng	63	17
Beefsteak TiTi - Nguyễn Cư Trinh	44	11
Beefsteak Titi - Tôn Thất Hiệp	5	1
Beefsteak Titi - Trần Cao Vân	40	8
Beefsteak Titi - Vũ Huy Tấn	132	38
BeelovingU - Trần Khắc Chân	0	5
Beer & Barrel - Thế Giới Bia Bỉ	5	2
Beer Bùi Viện	72	18
Bee's House Bakery - Shop Online	8	2
beets	1190	340
Beirut Garden	7887	1902
Bella Hair Salon	1326	334
Bellany - Vincom Mega Mall Thảo Điền	8	2
Bellany Ice Cream	20	4
Bellany Ice Cream - Vincom Mega Mall Thảo Điền	11	3
Bellany Vincom Megamall Thảo Điền	32	8
Ben Coffee House - Ngô Đức Kế	11	3
Bến Nhà Rồng	920	230
Bến Nhà Rồng 	48	12
Bên Sông - Nhà Bè	33	11
Ben Style	3571	845
Bến Xe Thành Bưởi - Lê Hồng Phong	360	90
Bến Xưa - Ẩm Thực Sinh Thái Sân Vườn	777	216
Benefit - Parkson Saigon Tourist	176	44
Bệnh Viện Đại học Y Dược  Tp. HCM - Cơ Sở 1	380	76
Bệnh Viện Nhân Dân 115 - Sư Vạn Hạnh	7	2
Bệnh Viện Tim Tâm Đức	18	4
BenThanh Street Food Market	120	31
Bento Factory	927	208
Bento House	70	22
Beo Bakery - Bông Lan Trứng Muối & Su Que Phô Mai	0	8
Béo Béo - Gà Cay Phô Mai	20	6
Béo Béo - Gà Lắc Phô Mai	6	2
Béo Béo - Mê Phô Mai 	66	14
Béo Béo Milk Tea	0	3
Beo Cafe - Trần Phú	8	2
Bếp Bánh Nhỏ	18	6
Bếp Chay Phạm Hồng Phước - Trường Sa	23	6
Bếp Của Bâu - Chung Cư Ấn Quang	170	34
Bếp Của Bâu - Kem Mây Ni Tơ	8	2
Bếp Của Gấu	8	2
Bếp Của Mẹ	1287	386
Bếp Của Mẹ - Giao Hàng Tận Nơi	4	1
Bếp của Thy 	0	16
Bếp Nhà Gà - The Chicky Kitchen	0	5
Bếp nhà Na	9	3
BẾP NHÀ TÍT	3	3
Bếp Nhà Tui	40	8
Bếp Nhỏ - Phở Cuốn Hà Nội	24	6
Bếp phó - Ung Văn Khiêm	0	9
Bếp Tròn - Nguyễn Trọng Tuyển	0	3
Bepcuatui	16	4
Bernard Cafe - Nguyễn Sơn Hà	8	2
Bernie's irish bar and restaurante	2333	540
Berru Coffee & Restaurant	8	2
Bếu Store	20	4
BFF Coffee - Xô Viết Nghệ Tĩnh	0	13
Bhavat Indian Foods	1012	263
BHD Star Cineplex - Bitexco Tower	892	244
BHD Star Cineplex - Maximark 3/2	848	228
BHD Star Cineplex - Satra Phạm Hùng	1622	402
BHD Star Cineplex - Vincom Lê Văn Việt	315	84
BHD Star Cineplex - Vincom Mega Mall Thảo Điền	666	184
BHD Star Cineplex- Vincom Quang Trung	642	164
Bi móm's House	0	5
Bia Hơi Hà Nội - Chung Cư Phú Mỹ	8	2
Bia Hơi Hà Nội Bắc Việt	7	2
Bia Sệt X9	24	6
Bia Tiệp Lan Anh	1048	262
Bia Tươi 4.000 - Nguyễn Văn Luông	7	2
Bia Tươi 437 - Hoàng Văn Thụ	4	1
Bia Tươi Đức	4	1
BibimBap - Korean Food	35	10
Bibimbap Korean Food - Đường D5	101	26
Bibing Cafe & Food	65	14
Bibing Snow Milk Bingsu	8	2
Bibing Snow Milk Bingsu Vietnam	78	17
Bích Liên - Ẩm Thực Huế	8	2
Bích Vân	25	5
Bida Bảo Bảo - Cafe Cơm Văn Phòng	230	58
Biển Dương - Dimsum & Hải Sản	48	12
Biển Dương - Nhà hàng Hải Sản & Karaoke	21	6
Biển Nhớ - Nhà hàng bên sông	504	144
Bier Ecke Bar	183	40
Big C An Phú	250	68
Big C Hoàng Văn Thụ	150	50
Big C Miền Đông - Tô Hiến Thành	145	29
Big C Miền Đông - Tô Hiến Thành 	493	130
Big C Phú Thạnh	120	40
Big C Tô Hiến Thành	4	1
Big C Trường Chinh	1051	303
Big Roller	9	2
Big's Alley Take Away Beverage - Bánh Tráng Long An	10	2
Bikers Coffee	9	2
Billiards Dễ Thương	1000	250
Bilou Coffee & Bakery	9	2
Bin Bin Quán - Trịnh Thị Miếng	4	1
Bin Bon Shop	0	6
Bin Xù Xù	18	6
BinBon's Shop	175	35
BingBoong Food	5	1
Bingo Coffee & Cake	4	1
Bingsu Excape Dessert	108	27
Bingsu King	4	1
Bingsu Oi - Bingsuya 	14	4
Bingsu ơi ! Bingsuya - Nguyễn Thái Học	24	6
Bingsu Oi, Bingsuya 	47	12
Bingsu Tuyết Hoa II - Hàm Nghi	113	25
Bingsu World	72	18
Bingsu World - Bà Huyện Thanh Quan	8	2
Bingsuya Coffee	30	7
Bình An Village Đà Lạt	20	5
binh thanh	33	11
BirdLove Cafe	60	20
Birdlove Cafe - Nguyễn Hữu Cầu	7	2
Birds Coffee	21	6
Bi's Garden - Tô Hiến Thành	20	5
Bistro Guido	3606	900
Bistro Sông Vie - Villa Song Saigon Resort	8	2
Bistrot De Saigon - Món Âu Dành Cho Người Việt	4	1
Bít Tết - Ngô Quyền	32	8
Bít Tết Hồng Hỏa Sơn - Nguyễn Ảnh Thủ	5	2
Bit Tet Huynh Gia	724	178
Bít Tết Trung Thành - Trần Đăng Ninh	4	1
Bitexco Tower	566	142
BK6 Coffee Movies & View	15	4
Black Pearl Bar - Ngọc Trai Đen	5	1
Black Warehouse Coffee Shop	28	7
Blackout	9888	2282
Blanchy Street	11634	2624
Blimp Food	8	2
Bling Desserts & Sweets	6	2
Bloom Saigon Hotel - Trương Định	1800	400
Bloom Saigon Restaurant	10553	2357
Blue Jeans Coffee	7	2
Blue Jeans Coffee - Nguyễn Tri Phương	36	9
Blue Moon Spa - Đồng Khởi	999	222
Bò - Lế - Rồ	10	2
Bò Beefsteak 62	211	48
Bò Beefsteak Trần Hữu Trang	38	10
Bò bía - Trần Bình Trọng	40	10
Bò Bía Vỉa Hè - Trần Bình Trọng	8	2
Bò Bít Tết - Cafe Mũi Đá Tàu Cánh Ngầm	20	5
Bò Bít Tết 79 - Điện Biên Phủ	18	6
Bò Bít Tết F2	1	1
Bò Bít Tết Pé Mập	5	1
Bò Bít Tết Phố Bò	81	18
Bò Bít Tết Phố Bò 	46	10
Bò bít tết Ty Na - Âu Dương Lân	12	3
Bo Bo Karaoke	21	6
Bồ Đề Tịnh Tâm Chay - Trần Não	8	2
Bố Già 3 - Kem & Cafe - Nguyễn Văn Trỗi	7	2
Bò Inox - Châu Văn Liêm	28	7
Bò Lá Lốp Mỡ Chài - Cô Giang	8	2
Bò lá lốt không tên.	5	1
Bò Lá Lốt Phương	8	2
Bò Lá Lốt Phương - Cô Giang	65	13
Bò Lá Lốt Phương Đông - Nguyễn Kiệm	32	8
Bò Lế Rồ	17	4
Bò Lửa - Đặc Sản Bò Tơ Tây Ninh	16	4
Bò Mềm - Nguyễn Thị Thập	6	2
Bò Né 2 Chị Em - Đường D2	0	10
Bò Né 3 Ghiền	40	8
Bò né 3 Ngon - 34 Nguyễn Kim	20	4
Bò Né 3 Ngon - 34 Thống Nhất	36	9
Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Đinh Tiên Hoàng	88	22
Bò Né 3 Ngon - Bò quanh lửa hồng - Phan Đăng Lưu	0	4
Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Phan Văn Trị	9	2
Bò Né 3 Ngon - Bò quanh lửa hồng - Quang Trung 	8	2
Bò Né 3 Ngon - Bò Quanh Lửa Hồng - Thống Nhất	7	2
Bò Né 3 Ngon - Đinh Tiên Hoàng	64	16
Bò Né 3 Ngon - Đường 3/2	4	1
Bò né 3 ngon - Hoàng Sa	4	1
Bò né 3 Ngon - Phan Đình Phùng	4	1
Bò Né 98 - Cách Mạng Tháng Tám	12	3
Bò Né Hai Chị Em - Phan Xích Long	34	12
Bò Né Hai Chị Em - Quang Trung	22	6
Bò Né Hai Chị Em - Xuân Diệu	28	12
Bò Né Lục Lạc Vàng	8	2
Bò Né Ngân Nga - Lẩu & Nướng	16	4
Bò Né Ngọc Trâm	8	2
Bò Né Ngon Ngon - Minh Khai	25	5
Bò Né Thanh Tuyền	4	1
Bò Né Xíu Mại Hi Ushi	12	3
Bò né Xíu Mại Hi Ushi - Nguyễn Trãi	44	11
Bò né xíu mại Hi Ushi - Nguyễn Trãi 	80	20
Bò Nướng Ngói Trung Sơn	60	12
Bơ Sáp Daklak - Di Linh	16	4
Bò Sinh Đôi - Phan Xích Long	7	2
Bò Sinh Đôi - Steak & Lẩu Bò Mỹ	70	18
Bờ sông Thanh Đa	0	4
Bò Tơ Cù Đất	115	27
Bò Tơ Năm Sánh	3	1
Bò tơ Năm Sánh - Phạm Hùng	4	1
Bò Tơ Năm Sánh Phạm Hùng	44	11
Bò Tơ Tây Ninh - Đặng Văn Bi	4	1
Bò Tơ Tây Ninh Năm Sánh - Đỗ Xuân Hợp  	5	1
Bò Tơ Tây Ninh Năm Sánh - Hòa Bình	6	2
Bò Tơ Tây Ninh Năm Sánh - Phạm Hùng	7	2
Bò Tơ Xuân Đào - Củ Chi	25	5
Bò Vàng Steakhouse	82	17
Bò Vàng Steakhouse - 283 Phan Xích Long	8	2
Bò Vàng Steakhouse - Phan Xích Long	65	18
Board Game Station Coffee	210	42
Boat House - Nhà Hàng Bờ Sông	4	1
BoBaPop - Biên Hòa	4	1
Bobapop - Đào Tấn	15	4
Bobapop - E Mart 	28	7
Bobapop - Huỳnh Thúc Kháng 	10	2
Bôbô Food - Lê Sao	954	212
Bodyfit - Phan Đình Phùng	24	6
Boheme Pub - Bùi Viện	6	2
Bohémiens Café	15	3
Bò-Lế-Rồ - Trần Khánh Dư	25	5
Bon Appétit - Món Pháp	4	1
Bone & Pot Lẩu Hong Kong - Nguyễn Trãi	39	10
Bông lan lá dứa pate chà bông - Ngô Gia Tự	10	2
Bông lan trứng muối	0	5
Bông Lan Trứng Muối - Bán Online	0	3
Bông Lan Trứng Muối By Love 	0	7
Bông lan trứng muối Mướp Cake	0	4
Bông lan trứng muối nhà làm - Trần Hưng Đạo	10	2
Bông lan trứng muối Refresh	31	10
Bông Lan Xá Xíu	4	1
Bông Lan Xíu online	20	5
Bông Súng - Nhà Hàng Chay & Coffee	44	11
Bỏng Unclejax - Thùy Vinh Nguyễn	15	3
Bonjour Cafe - Nguyễn Thị Minh Khai	12	4
Bonjour Resto - Beefsteak Hai Bà Trưng	16	4
Bonjour Resto - Beefsteak Nguyễn Huy Tưởng	45	9
Bonjour Resto - Beefsteak Nguyễn Trãi	109	28
Bonjour Resto - Beefsteak Pasteur	47	13
Bonjour Resto - Nguyễn Tri Phương	52	13
Bonte' Cafe Bistro - Phong Cách Âu	32	8
Boo Coffee	53	16
Boo Coffee - Nguyễn Huệ	164	41
Boo Quán - Patbingsu - Doãn Kế Thiện	40	8
Book & Juices Cafe	7	2
Bookworm's Coffee	11517	2792
Boom Dak	15	3
Boom Dak - Nhà Hàng Ẩm Thực Gà Hàn Quốc	261	67
BOONG Cafe	4	2
Bootiramisu	165	33
Bớp bơ bự-Trưng Nữ Vương	24	8
Bo's kitchen	0	6
Bosgaurus Coffee	184	38
Bột Chiên - Bà Huyện Thanh Quan	8	2
